lat,lng,population,date,temp,windSpeed,precipitation,humidity,visibility,pressure,dewPoint,dengue,pincode
14.300,78.900,0,2018-03-18,28.625,14.5,0.0875,56.25,10,1011.125,17.25,35,670502
14.300,78.900,0,2018-03-19,29.625,13,0,43.625,10,1012.25,13.25,23,670502
14.300,78.900,0,2018-03-20,30.375,12.75,0,38,10,1011.125,12.5,55,670502
14.300,78.900,0,2018-03-21,31.875,11.25,0,32.375,10,1009.625,11.5,24,670502
14.300,78.900,0,2018-03-22,33.125,10.625,0,31.25,10,1007.625,12.5,0,670502
14.300,78.900,0,2018-03-23,32.25,12.75,0,34.875,10,1007.375,14.25,0,670502
15.183,79.283,0,2018-02-20,27.25,9.5,0,53.625,10,1012,15,13,678611
15.183,79.283,0,2018-02-21,27.375,9.125,0,49,10,1011,13.5,35,678611
15.183,79.283,0,2018-02-22,27.5,9,0,43.375,10,1010.125,12.125,7,678611
15.183,79.283,0,2018-02-23,27.375,10.375,0,43.625,10,1010.875,12.125,23,678611
15.183,79.283,0,2018-02-24,26.875,10.125,0,43.75,10,1013,11,20,678611
15.183,79.283,0,2018-02-25,26.5,8,0,40.25,10,1013.5,9.25,7,678611
15.183,79.283,0,2018-02-26,27.625,7.625,0,25.125,10,1012.125,3.625,22,678611
15.183,79.283,0,2018-02-27,28.875,9.625,0,19.625,10,1011,2.625,122,678611
15.183,79.283,0,2018-02-28,29.125,10,0,27.125,10,1010.875,6.75,41,678611
15.183,79.283,0,2018-03-01,28.75,10.25,0,33,10,1010.625,8.875,25,678611
15.183,79.283,0,2018-03-02,29.625,9.75,0,28.875,10,1010.125,8,43,678611
15.183,79.283,0,2018-03-03,30.5,10.25,0,22.625,10,1009.25,4.875,53,678611
15.183,79.283,0,2018-03-04,30.625,12.25,0,21.25,10,1008.875,4.625,114,678611
15.183,79.283,0,2018-03-05,29.5,12.625,0,27.375,10,1010.125,6.625,18,678611
15.183,79.283,0,2018-03-06,29,12.125,0,32.25,10,1011,8.375,37,678611
15.183,79.283,0,2018-03-07,28.875,12.625,0,37.625,10,1011.125,9.875,31,678611
15.183,79.283,0,2018-03-08,29.5,12.875,0,28.75,10,1011.25,7,60,678611
15.183,79.283,0,2018-03-09,29.75,11.25,0,38.375,10,1011.25,12.25,24,678611
15.183,79.283,0,2018-03-10,29.75,10.5,0,43.25,10,1011,13.75,63,678611
15.183,79.283,0,2018-03-11,29.625,10.875,0,43,10,1011.5,13.75,69,678611
15.183,79.283,0,2018-03-12,29.5,12.375,0,50.125,10,1011.5,15.25,54,678611
15.183,79.283,0,2018-03-13,29.875,12,0,52.375,10,1011.375,16.125,42,678611
15.183,79.283,0,2018-03-14,31.625,13.625,0,42.375,10,1010.375,14.5,55,678611
15.183,79.283,0,2018-03-15,32.625,15.75,0,36.625,10,1009.25,13.75,0,678611
15.183,79.283,0,2018-03-16,31.125,11.75,2.5875,54.25,8.875,1008.375,19.25,40,678611
15.183,79.283,0,2018-03-17,29,13.875,1.5,57.125,9.375,1010.125,18.625,38,678611
15.183,79.283,0,2018-03-18,29.25,12.5,0,56.125,10,1011.25,18.375,52,678611
15.183,79.283,0,2018-03-19,30,12,0,43.5,10,1012,14.375,58,678611
15.183,79.283,0,2018-03-20,30.875,10.75,0,39.75,10,1010.875,14,50,678611
15.183,79.283,0,2018-03-21,32.625,9.75,0,34.875,10,1008.875,13,0,678611
15.183,79.283,0,2018-03-22,33.375,7.5,0,35.875,10,1006.875,14.5,0,678611
15.183,79.283,0,2018-03-23,33,7.5,0,39.75,10,1006.75,16.5,0,678611
17.917,79.900,0,2018-02-20,27.75,6,0,52.5,10,1011.75,14.5,24,695543
17.917,79.900,0,2018-02-21,28.625,5.625,0,48.25,10,1010.625,14.125,42,695543
17.917,79.900,0,2018-02-22,28.875,5.125,0,45.125,10,1010,13.5,47,695543
17.917,79.900,0,2018-02-23,28.25,7.625,0,43.375,10,1011,13,23,695543
17.917,79.900,0,2018-02-24,27.375,8.5,0,41.875,10,1012.875,11.25,11,695543
17.917,79.900,0,2018-02-25,27.375,7.125,0,33.625,10,1013.375,8,6,695543
17.917,79.900,0,2018-02-26,30.125,4.75,0,24.875,10,1011.75,6.375,26,695543
17.917,79.900,0,2018-02-27,29.75,5,0,23.5,10,1010.75,7,39,695543
17.917,79.900,0,2018-02-28,30.875,4.875,0,29.25,10,1010.75,9.375,56,695543
17.917,79.900,0,2018-03-01,31.625,5,0,33.875,10,1010.5,11,55,695543
17.917,79.900,0,2018-03-02,31.625,4.875,0,34.25,10,1009.625,11.125,35,695543
17.917,79.900,0,2018-03-03,31.5,7,0,31.25,10,1008.625,9.25,51,695543
17.917,79.900,0,2018-03-04,30.625,9.375,0,26.25,10,1008.5,7.125,45,695543
17.917,79.900,0,2018-03-05,29.625,8.125,0,37,10,1010.125,11.5,40,695543
17.917,79.900,0,2018-03-06,29.25,8.875,0,36.625,10,1010.625,11.375,72,695543
17.917,79.900,0,2018-03-07,29.25,8.875,0,35.25,10,1010.625,10.875,46,695543
17.917,79.900,0,2018-03-08,29.75,9,0,32,10,1011,9.625,27,695543
17.917,79.900,0,2018-03-09,31.5,5.75,0,38.875,10,1010.75,13.125,28,695543
17.917,79.900,0,2018-03-10,30.875,5.875,0,44.125,10,1010.625,14.75,23,695543
17.917,79.900,0,2018-03-11,30.125,8.75,0,38.25,10,1011.25,12.625,38,695543
17.917,79.900,0,2018-03-12,30.375,7.75,0,42.375,10,1011.25,13.25,46,695543
17.917,79.900,0,2018-03-13,30.5,7.75,0,44.375,10,1011.125,13.75,56,695543
17.917,79.900,0,2018-03-14,31,10.875,0,37.375,10,1009.875,12.5,39,695543
17.917,79.900,0,2018-03-15,31.75,13.375,0,35.25,10,1009,13,56,695543
17.917,79.900,0,2018-03-16,30.875,8,0.0125,41.25,10,1009.5,14.75,40,695543
17.917,79.900,0,2018-03-17,28.625,11.25,1.3125,55.5,8.875,1010.375,18.125,53,695543
17.917,79.900,0,2018-03-18,28.75,7.375,0.3375,52.75,9.75,1011.25,17.25,54,695543
17.917,79.900,0,2018-03-19,30.75,6.5,0,40.75,10,1011.5,14.125,32,695543
17.917,79.900,0,2018-03-20,31.625,7.375,0,39.875,10,1010.625,14.375,22,695543
17.917,79.900,0,2018-03-21,30.625,7.375,0,43.625,10,1009,15,67,695543
17.917,79.900,0,2018-03-22,33.75,5.875,0,33.625,10,1007,13.25,0,695543
17.917,79.900,0,2018-03-23,34.375,4.375,0,35.125,10,1007.125,13.625,0,695543
12.300,78.083,0,2018-02-20,25.25,11,0,51.5,10,1012.5,12.375,11,673581
12.300,78.083,0,2018-02-21,25.25,11.375,0,45.75,10,1011.875,10,34,673581
12.300,78.083,0,2018-02-22,25.625,11.375,0,41.75,10,1011.125,9.625,27,673581
12.300,78.083,0,2018-02-23,25.125,10.875,0,41.25,10,1012.25,9.125,26,673581
12.300,78.083,0,2018-02-24,24.25,10.75,0,49.625,10,1013.25,12.125,0,673581
12.300,78.083,0,2018-02-25,24.75,11.25,0,54.125,10,1013.75,12.875,0,673581
12.300,78.083,0,2018-02-26,25.875,10.125,0,47.625,10,1012.75,11.75,22,673581
12.300,78.083,0,2018-02-27,26.75,11.625,0,43.25,10,1012.125,11.25,9,673581
12.300,78.083,0,2018-02-28,26.375,12.625,0,39.375,10,1012.25,8.75,14,673581
12.300,78.083,0,2018-03-01,26.625,11,0,42.25,10,1011.875,9.625,25,673581
12.300,78.083,0,2018-03-02,26.75,10.75,0,33.75,10,1011.375,6.625,30,673581
12.300,78.083,0,2018-03-03,27.25,9,0,28.375,10,1010.75,3.25,31,673581
12.300,78.083,0,2018-03-04,27.125,9.25,0,28.5,10,1010.5,5,24,673581
12.300,78.083,0,2018-03-05,26.75,9.375,0,31.125,10,1011.25,5.625,15,673581
12.300,78.083,0,2018-03-06,26.5,9.875,0,34.375,10,1012.25,6.75,20,673581
12.300,78.083,0,2018-03-07,26.625,10.75,0,43.125,10,1012,10.5,14,673581
12.300,78.083,0,2018-03-08,27.125,11.75,0,41.375,10,1012.375,9.625,7,673581
12.300,78.083,0,2018-03-09,27.375,10.75,0,34.625,10,1012.25,8,18,673581
12.300,78.083,0,2018-03-10,27.875,12.375,0,41.125,10,1012.25,11.375,13,673581
12.300,78.083,0,2018-03-11,28.125,12.375,0,37.75,10,1012.375,10.625,56,673581
12.300,78.083,0,2018-03-12,27.25,13.625,0,47.875,10,1012.875,13.5,21,673581
12.300,78.083,0,2018-03-13,25.625,13.375,0.875,66.375,9.5,1012.5,17.875,12,673581
12.300,78.083,0,2018-03-14,27.25,14,0.3875,59.5,9.75,1011.5,17,29,673581
12.300,78.083,0,2018-03-15,28,11.625,0.05,60,9.875,1010.875,17.625,9,673581
12.300,78.083,0,2018-03-16,26.5,7.625,2.85,66.875,7.875,1009.875,19.625,9,673581
12.300,78.083,0,2018-03-17,25.5,5.375,9.075000000000001,76.5,7.25,1011.125,20.125,16,673581
12.300,78.083,0,2018-03-18,26.625,11.875,0.3,66.75,9.5,1011.75,18.5,19,673581
12.300,78.083,0,2018-03-19,27.5,10.625,0,53.375,10,1013.25,14.75,23,673581
12.300,78.083,0,2018-03-20,28.75,8.875,0,44.375,10,1012.25,13.375,27,673581
12.300,78.083,0,2018-03-21,29.25,7.75,0,39.625,10,1011.125,12.5,64,673581
12.300,78.083,0,2018-03-22,28.75,6.125,0,41.625,10,1009.25,14.75,25,673581
12.300,78.083,0,2018-03-23,29.5,8.375,0,41.75,10,1008.625,14.75,67,673581
10.109,76.364,23705,2018-02-20,28.25,8.875,0,67.375,10,1010.375,21.375,159,683101
10.109,76.364,23705,2018-02-21,28,10.625,0.0125,73.375,10,1009.75,22.5,43,683101
10.109,76.364,23705,2018-02-22,28,9.5,1.175,73.5,9.25,1009.375,22.375,91,683101
10.109,76.364,23705,2018-02-23,28,9.625,0.1,70.375,9.875,1009.75,22,51,683101
10.109,76.364,23705,2018-02-24,28.375,9.75,0,71,10,1010.5,22.25,124,683101
10.109,76.364,23705,2018-02-25,28.625,9.75,0,70,10,1010.75,22.25,209,683101
10.109,76.364,23705,2018-02-26,29.25,9,0,70.25,10,1010.125,22.75,74,683101
10.109,76.364,23705,2018-02-27,29.5,10.5,0,69.25,10,1009.5,22.5,154,683101
10.109,76.364,23705,2018-02-28,29.875,9.125,0.05,68.875,10,1009.5,22.5,135,683101
10.109,76.364,23705,2018-03-01,29.375,9.5,0.125,70.5,9.875,1009.375,22.875,184,683101
10.109,76.364,23705,2018-03-02,29.25,10,1.05,72,9,1009.375,23.125,226,683101
10.109,76.364,23705,2018-03-03,28.875,10.75,0,67.625,10,1009.5,22,168,683101
10.109,76.364,23705,2018-03-04,28.5,9.75,0,73.25,10,1009.625,22.875,206,683101
10.109,76.364,23705,2018-03-05,28.625,9.875,0,75.875,10,1009.5,23.5,139,683101
10.109,76.364,23705,2018-03-06,29.125,10.375,0.2,76.875,9.875,1010.375,23.75,182,683101
10.109,76.364,23705,2018-03-07,29,9.875,0.375,74.125,9.75,1010,23.375,160,683101
10.109,76.364,23705,2018-03-08,29,10.25,0.0125,72.375,10,1010.375,23,102,683101
10.109,76.364,23705,2018-03-09,29.25,11.75,0.375,78,9.625,1010.125,24.25,202,683101
10.109,76.364,23705,2018-03-10,29.875,11.125,0.525,71.25,9.625,1009.625,22.875,110,683101
10.109,76.364,23705,2018-03-11,29.5,10.875,0,74,10,1009.625,24.25,168,683101
10.109,76.364,23705,2018-03-12,29.875,10.375,0.1,72,9.875,1010,23.5,163,683101
10.109,76.364,23705,2018-03-13,28.875,8.875,0.4375,70.75,9.625,1009.875,22.625,68,683101
10.109,76.364,23705,2018-03-14,29.375,11,2.6374999999999997,72.5,8.375,1010.125,22.75,169,683101
10.109,76.364,23705,2018-03-15,29.125,15,3.1875,72.625,7.5,1010,22.875,157,683101
10.109,76.364,23705,2018-03-16,28.625,11.75,1.2,77,8.625,1009.5,23.625,145,683101
10.109,76.364,23705,2018-03-17,28.875,10.125,0.5125,77.125,9.875,1009.375,23.75,155,683101
10.109,76.364,23705,2018-03-18,29,8.125,1.8375,78.75,8.625,1010.125,24.125,135,683101
10.109,76.364,23705,2018-03-19,28.625,8,0.85,76.5,9.625,1011.5,24.125,197,683101
10.109,76.364,23705,2018-03-20,28.375,10.25,1.0375,78.625,9.5,1011.125,24.125,114,683101
10.109,76.364,23705,2018-03-21,28.5,10.75,1.1125,78.875,9.25,1010.875,24.125,198,683101
10.109,76.364,23705,2018-03-22,28.875,10.25,0.75,76,9.375,1009.75,24,148,683101
10.109,76.364,23705,2018-03-23,29.25,14.25,1.075,76,9,1009.125,24,154,683101
11.803,76.004,0,2018-02-20,30,6.75,0,64.75,10,1011,19.5,42,670645
11.803,76.004,0,2018-02-21,30.125,6.875,0,60.25,10,1010.25,18.625,46,670645
11.803,76.004,0,2018-02-22,29.375,7,0,62,10,1010,18.625,39,670645
11.803,76.004,0,2018-02-23,29.75,6.875,0,62.875,10,1010.25,18.75,44,670645
11.803,76.004,0,2018-02-24,30.375,7,0,51.875,10,1011.125,16.875,44,670645
11.803,76.004,0,2018-02-25,30.625,6.5,0,54.625,10,1011.5,17.875,36,670645
11.803,76.004,0,2018-02-26,30.75,7.125,0,54,10,1011.25,17.625,67,670645
11.803,76.004,0,2018-02-27,30.5,7,0,51,10,1010.125,16.75,38,670645
11.803,76.004,0,2018-02-28,31.125,6.75,0,58.5,10,1010.5,18.875,61,670645
11.803,76.004,0,2018-03-01,30.75,6.625,0,55,10,1010.25,17.625,25,670645
11.803,76.004,0,2018-03-02,31.5,6.375,0,51.25,10,1010.125,17.5,54,670645
11.803,76.004,0,2018-03-03,29.625,7.875,0,60.875,10,1010.5,19.5,60,670645
11.803,76.004,0,2018-03-04,29.5,7.25,0,69.5,10,1010,21.75,38,670645
11.803,76.004,0,2018-03-05,30.625,6.875,0,70.125,10,1010.125,21.75,48,670645
11.803,76.004,0,2018-03-06,30,7.5,0,71,10,1010.75,22,37,670645
11.803,76.004,0,2018-03-07,29.375,7.25,0,73,9,1010.75,21.875,30,670645
11.803,76.004,0,2018-03-08,29.625,6.75,0.037500000000000006,73.5,10,1011.25,22.125,58,670645
11.803,76.004,0,2018-03-09,30,7,0.0125,73.125,9.875,1011.25,22.25,25,670645
11.803,76.004,0,2018-03-10,32.25,6.125,0,59.625,10,1010.75,19.625,0,670645
11.803,76.004,0,2018-03-11,32.625,5.75,0,47,10,1010.625,17,0,670645
11.803,76.004,0,2018-03-12,31.5,6.375,0,50.25,10,1010.875,17.625,49,670645
11.803,76.004,0,2018-03-13,30.75,5.375,0.825,61.125,8.5,1010.875,18.875,34,670645
11.803,76.004,0,2018-03-14,28.75,5.5,3.3499999999999996,73.5,6.5,1010.75,21.625,42,670645
11.803,76.004,0,2018-03-15,28.375,6,1.3625,72.75,8.875,1010.625,22,56,670645
11.803,76.004,0,2018-03-16,28.25,7.125,0.175,69.25,9.75,1010.25,21,66,670645
11.803,76.004,0,2018-03-17,29.375,5.875,0.2125,70,9.875,1010.5,21.875,18,670645
11.803,76.004,0,2018-03-18,28.625,5.375,1.2,74.625,9.625,1011,22.625,29,670645
11.803,76.004,0,2018-03-19,29.125,5.375,2.3000000000000003,71.75,8.25,1012.25,22.25,23,670645
11.803,76.004,0,2018-03-20,29.625,6.25,0.1375,67.375,9.875,1011.75,21.375,55,670645
11.803,76.004,0,2018-03-21,29,6.75,0.4375,71.125,9.625,1011.75,22.25,63,670645
11.803,76.004,0,2018-03-22,28.75,6.75,0.2625,71.375,10,1010.625,22,22,670645
11.803,76.004,0,2018-03-23,29.125,7.125,0,63.75,10,1010.125,20.375,45,670645
16.717,76.567,0,2018-02-20,28.25,9.25,0,35.125,10,1011.75,10.25,22,671542
16.717,76.567,0,2018-02-21,28.625,13.5,0,31.5,10,1010.375,9.5,53,671542
16.717,76.567,0,2018-02-22,28.75,11.25,0,29.5,10,1010,9,37,671542
16.717,76.567,0,2018-02-23,28.5,14.25,0,29.125,10,1010.5,8.625,44,671542
16.717,76.567,0,2018-02-24,28.5,15.125,0,24.375,10,1012.625,5.5,36,671542
16.717,76.567,0,2018-02-25,28.625,16.625,0,18.625,10,1013.375,1.5,113,671542
16.717,76.567,0,2018-02-26,29,12.25,0,16.5,10,1012.625,-0.125,79,671542
16.717,76.567,0,2018-02-27,29.875,12.625,0,15.625,10,1011.5,0.875,79,671542
16.717,76.567,0,2018-02-28,30.125,10.375,0,17.5,10,1011,2.875,109,671542
16.717,76.567,0,2018-03-01,30,11.625,0,21.375,10,1010.875,4.625,104,671542
16.717,76.567,0,2018-03-02,30.5,10,0,20.25,10,1010.375,4.5,135,671542
16.717,76.567,0,2018-03-03,31.625,10.125,0,18.25,10,1009.375,3.875,120,671542
16.717,76.567,0,2018-03-04,30.625,12.5,0,14.5,10,1008.875,0.875,54,671542
16.717,76.567,0,2018-03-05,30.625,12.375,0,16.5,10,1010.125,2.375,81,671542
16.717,76.567,0,2018-03-06,29.75,14.875,0,16.75,10,1011,1.625,81,671542
16.717,76.567,0,2018-03-07,30.125,17.125,0,17.75,10,1010.875,1.875,105,671542
16.717,76.567,0,2018-03-08,30.375,16.375,0,16,10,1011,0.625,96,671542
16.717,76.567,0,2018-03-09,30.75,13.25,0,20.25,10,1010.875,4.25,106,671542
16.717,76.567,0,2018-03-10,31.625,13.25,0,25.25,10,1010.875,8,44,671542
16.717,76.567,0,2018-03-11,31.25,15.875,0,22,10,1011.25,7.25,116,671542
16.717,76.567,0,2018-03-12,31.125,13.875,0,22.75,10,1011.25,7.125,54,671542
16.717,76.567,0,2018-03-13,30.875,14.25,0,25.625,10,1011.25,8.5,44,671542
16.717,76.567,0,2018-03-14,31.875,15.75,0,22.5,10,1009.875,7.375,54,671542
16.717,76.567,0,2018-03-15,31.375,13.875,0,28.75,10,1009.5,11,44,671542
16.717,76.567,0,2018-03-16,29.125,17.75,0.0125,32.625,10,1010.125,11.125,22,671542
16.717,76.567,0,2018-03-17,29.125,11.875,0,42,10,1010.5,14,32,671542
16.717,76.567,0,2018-03-18,30.125,14.625,0.0875,40.875,10,1011,14.625,47,671542
16.717,76.567,0,2018-03-19,31.75,11.25,0,32.125,10,1011.875,12.375,52,671542
16.717,76.567,0,2018-03-20,33.125,13,0,24.875,10,1010.375,10.125,0,671542
16.717,76.567,0,2018-03-21,34.375,13.25,0,20.875,10,1009,8.25,63,671542
16.717,76.567,0,2018-03-22,33.25,13.125,0,18,10,1007.75,6.25,4,671542
16.717,76.567,0,2018-03-23,33.25,11.5,0,13.875,10,1008.375,2.5,0,671542
14.733,76.300,0,2018-02-20,28,14,0,34.125,10,1011.5,9.625,31,671321
14.733,76.300,0,2018-02-21,27.375,15.375,0,30.125,10,1010.875,6.75,35,671321
14.733,76.300,0,2018-02-22,28.375,13.375,0,29.625,10,1010,8.125,28,671321
14.733,76.300,0,2018-02-23,28.375,16.75,0,28.375,10,1010.75,7.25,45,671321
14.733,76.300,0,2018-02-24,28,18.25,0,21,10,1012.5,2.25,99,671321
14.733,76.300,0,2018-02-25,27.375,15.75,0,28.5,10,1013.125,4.875,24,671321
14.733,76.300,0,2018-02-26,28.125,14,0,24.375,10,1012.25,2.875,27,671321
14.733,76.300,0,2018-02-27,28.375,17.625,0,18.125,10,1011.25,0.5,134,671321
14.733,76.300,0,2018-02-28,28.5,17,0,17.125,10,1011,1.125,87,671321
14.733,76.300,0,2018-03-01,28.875,15.375,0,22,10,1010.625,3.375,125,671321
